JOB_ID,Skills
Job ID: 1749866 , currently enrolled in a bachelor or master degree in mathstatisticsengineering or other equivalent quantitative discipline  experience with at least one functional scripting language eg perl python c c java ruby shell scripting and opensource technologies linux spring react etc proficient in one of the following languages eg python c c java ruby or powershell  familiarity with tcpip networking fundamentals and application of ip protocols such as dns dhcp ntp smtp and snmp  possess a sound understanding of areas in the basic areas of computer science such as algorithms data structures object oriented design databases  interest in infrastructure design and administration  strong objectoriented design and coding  s developing on unixlike operating systems  understanding of distributed systems nonrelational databases and amazon web services aws              we prioritize candi s who demonstrate relevant  s for this role you may wish to attend one of our up ing events at amazonstudenteventssplashthatcom
Job ID: 1749599 , currently working towards a bachelor degree in computer science computer engineering electrical engineering cybersecurity   security or other equivalent technical discipline with an expected conferral   between august 2021  august 2022 andor completed your degree no more than 12 months ago  experience with codingscripting in one or more languages eg python c c java ruby or powershell  coursework projects andor knowledge in one or more of the following domains accesscontrol system and methodology network security application and systemdevelopment security security architecture and models cryptography and operations security enrolled in a master degree in cybersecurity   security or related technical degree  previous technical internships in one or more of the following domains accesscontrol system and methodology network security application and systemdevelopment security security architecture and models cryptography and operations security  experience with   such as wireshark encryption software snort sguil suricata kibana metasploit nmap openssl or  key  experience with aws services including ec2 lambda s3 dynamodb sqs  amazon is an equal opportunity employer and does not discriminate on the basis of race ethnicity gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay for this position in colorado is 144000  however base pay offered may vary depending on jobrelated knowledge  s and experience a signon bonus and restricted stock units may be provided as part of the compensation package in addition to a full range of medical financial andor other benefits dependent on the position offered this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1741754 ,basic qualification and  s required we are looking for smart and analytical people who are passionate about operations to join the pathways leadership team in amazon operations our pathways program is designed for those candi s who thrive on driving change building an organization and leading through others by giving them a direct management assignment in our fulfillment sort and delivery network ideal candi s for this program are expected to leverage their strong analytical communication and thinking big  s   4  s of experience in operations general management or engineering fields  exceptional interpersonal and communication  s both written and verbal  proven track record of taking ownership and driving results  experience supporting customers internally and externallyy technical degree in engineering computer science mathematics or operations  the ability to dive deep into data and provide thoughprovoking workable business solutions  demonstrated ability to think big and influence across all levels of an organization  msexcel sql  s a plus
Job ID: 1741401 , graduate degree ms or phd in electrical engineering computer science mathematics or physics with specialization in speech recognition natural language processing machine translation time series analysis signal processing machine learning andor system building  familiarity with programming languages such as cc python java or perl experience in building speech recognition machine translation and natural language processing systems eg commercial speech products or government speech projects  solid machine learning background and familiar with standard speech and machine learning techniques  scientific thinking and the ability to invent a track record of thought leadership and contributions that have advanced the field  solid software development experience  good written and spoken communication  s
Job ID: 1741033 ,  a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in englishpreferred    demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  experience around implementing cloudbased technology solutions  in a school project or while working for a company          all offers are conditional on references verification of the right to work in the uk and successful background screening check this will include previous employment verification qualification verification if relevant and a relevant criminal check  all offers are conditional on references verification of the right to work in the uk and successful background screening check this will include previous employment verification qualification verification if relevant and a relevant criminal check
Job ID: 1739343 , currently enrolled in an associate or greater degree program eg associate degree bachelor degree with a graduation   between june 2022 and december 2023 majoring in one of the following computer science computer engineering computer   systems or related sciencetechnical fields  experience with one of the following programming languages java python ruby nodejs c or c  experience with two or more of the following networking fundamentals security storage or databases relational andor nosql operating systems unix linux andor windows returning to your degree after completing the internship  available to work fulltime for a minimum of 8 weeks  good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  demonstrated ability to adapt to new technologies and learn quickly  amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1739342 ,     currently in your penultimate or final   of a degree in computer science  engineering  mathematics  technology  related sciencetechnical field ideally completing this degree postinternship  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php     
Job ID: 1739222 , a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience 02  s  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english and spanish demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with software development lifecycle sdlc and agileiterative methodologies experience with infrastructure as code ops automation and configuration management   such as chef puppet or ansible  knowledge of the primary aws services such as ec2 elb rds vpc route53 and s3  experience around implementing cloudbased technology solutions  in a school project or while working for a company      
Job ID: 1739177 , currently in your penultimate or final   of a degree in computer science  engineering  mathematics  technology  related sciencetechnical field ideally completing this degree postinternship  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with software development lifecycle sdlc and agileiterative methodologies experience with infrastructure as code ops automation and configuration management   such as chef puppet or ansible  knowledge of the primary aws services such as ec2 elb rds vpc route53 and s3  fluency in a second language        
Job ID: 1739173 , currently in your penultimate or final   of a degree in computer science  engineering  mathematics  technology  related sciencetechnical field ideally completing this degree postinternship  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php      
Job ID: 1739172 , currently in your penultimate or final   of a degree in computer science  engineering  mathematics  technology  related sciencetechnical field ideally completing this degree postinternship  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php     
Job ID: 1737941 , electricalmechanical engineering related discipline  interest in maintenance of a data centre or critical space facility  understand fundamentals of generators ups chillers  strong attention to    work in shifts  ability to prioritize in complex fastpaced environment  eager to learnmotivatedselfstarter  good communication and coordination  s  this position also has a physical component requiring the ability to lift rack equipment up to 10kg unassisted occasionally it may require working in cramped spaces or in elevated locations while adhering to health  safety guidelines degreediploma in electrical  electronicsmechanicalbuilding servicesfacilities managementany related engineering discipline  excellent communication  s both verbal and written english  data center engineeringoperations experience is nice to have but not mandatory  
Job ID: 1737765 ,  a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english and italienpreferred    demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  experience around implementing cloudbased technology solutions  in a school project or while working for a company        
Job ID: 1733478 , experience programming in java c python or related language  masters in computer science mathematics machine learning or related quantitative field  enrolled in a phd or masters degree in engineering computer science machine learning operations research statistics or related fields  experience in design of experiments statistical analysis implementing algorithms in computer vision using both toolkits and selfdeveloped code  experience in solving business problems through machine learning data mining and statistical algorithms familiar with the core undergraduate curriculum of computer science  technical fluency comfort understanding and discussing architectural concepts and algorithms schedule tradeoffs and new opportunities with technical team members  publications at toptier peerreviewed conferences or journals  excellent critical thinking  s combined with the ability to present your beliefs clearly and compellingly in both verbal and written form  this is not a remote internship opportunity      applicants who apply for this job will allow amazon to process your application in a centralized hiring system that  s you for other   openings as well  eu student programs team
Job ID: 1733291 , enrolled in a phd or masters degree in engineering computer science machine learning operations research statistics or related fields  experience in java c sql r matlab python or   scripting and programming languages  experience in design of experiments statistical analysis implementing algorithms in computer vision using both toolkits and selfdeveloped code  experience in solving business problems through machine learning data mining and statistical algorithms familiar with the core undergraduate curriculum of computer science  technical fluency comfort understanding and discussing architectural concepts and algorithms schedule tradeoffs and new opportunities with technical team members  publications at toptier peerreviewed conferences or journals  excellent critical thinking  s combined with the ability to present your beliefs clearly and compellingly in both verbal and written form  this is not a remote internship opportunity      applicants who apply for this job will allow amazon to process your application in a centralized hiring system that  s you for other   openings as well  eu student programs team
Job ID: 1733233 , studying towards a bachelormaster degree  open to all current students graduates or industrial placement   fluent written and verbal communication in english  intermediate sql  advanced excel  experience with the development and implementation of systemstool utilized for crm variable compensation revenue reporting forecasting etc analytical and quantitative  s ability to use hard data and metrics to back up assumptions and concepts  degree in mathematics engineering statistics computer science business or a   field  experience using databases with a largescale data    knowledge of other european languages a plus     amazon is an equal opportunity employer we believe passionately that employing a diverse workforce is central to our success we make recruiting decisions based on your experience and  s 
Job ID: 1733224 , currently enrolled for a bachelors masters degree relevant to business informatics wirtschaftsinformatik business administration or international management expected graduation in 2023 or later  experience in program and project management fundamentals  fluent verbal and written english language  s to effectifly communicate problems and solutions  enrolled as a student at a university or university of applied science in germany for the complete duration of the internship you have demonstrated your entrepreneurial spirit in extracurricular activities  experience from previous internships or working student placements  technology saviness  fluent   in german     
Job ID: 1732914 , enrolled in a phd or masters degree in engineering computer science machine learning operations research statistics or related fields  experience in java c sql r matlab python or   scripting and programming languages  experience in design of experiments statistical analysis implementing algorithms in computer vision using both toolkits and selfdeveloped code  experience in solving business problems through machine learning data mining and statistical algorithms familiar with the core undergraduate curriculum of computer science  technical fluency comfort understanding and discussing architectural concepts and algorithms schedule tradeoffs and new opportunities with technical team members  publications at toptier peerreviewed conferences or journals  excellent critical thinking  s combined with the ability to present your beliefs clearly and compellingly in both verbal and written form  this is not a remote internship opportunity      applicants who apply for this job will allow amazon to process your application in a centralized hiring system that  s you for other   openings as well  eu student programs team
Job ID: 1731125 , currently enrolled in a bachelor or master degree or finished studies max 6 months ago  fluent written and verbal communication in english and italian  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek excellent communications and presentation  s  fluent written and verbal communication in english and italian  ability to work on own initiative and as part of a team  resultsdriven focus with analytical capability  ability to innovate and simplify current processes and practices  strong direct sales  s and a proven track record of performance  experience working with clients  high affinity towards data and technology with ability to dive deep and analyze opportunities and processes  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made           
Job ID: 1731124 , currently enrolled in a bachelor or master degree or finished studies max 6 months ago  fluent written and verbal communication in english  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek excellent communications and presentation  s  ability to work on own initiative and as part of a team  resultsdriven focus with analytical capability  ability to innovate and simplify current processes and practices  strong direct sales  s and a proven track record of performance  experience working with clients  high affinity towards data and technology with ability to dive deep and analyze opportunities and processes  proficient written and verbal communication in a second european language  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made           
Job ID: 1731123 , currently enrolled in a bachelor  master degree or finished studies max 6 months ago in finance accounting business andor   discipline focused on analytics  fluent written and verbal communication in english  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek analytical acumen and interpersonal and communication  s and be someone who is comfortable with ambiguity and working with large databases  experience in excel eg sum if pivots lookups  experience performing financial and ad hoc analysis using excel  experience demonstrating problem solving and root cause analysis  proven ability to develop new ideas and solutions  ability to meet tight deadlines prioritize workload and achieve effective results in a fastpaced dynamic environment  demonstrated effective communication and presentation  s working with peers and various levels of management  experience working with largescale data mining and reporting   g sql msaccess essbase andor cognos  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made        
Job ID: 1731122 , currently enrolled in a bachelor or master degree or finished studies max 6 months ago  fluent written and verbal communication in english  experience with sql or etl  experience in financialbusiness analysis  experience defining requirements and using data and metrics to draw business insights  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek analytical and quantitative  s ability to use hard data and metrics to back up assumptions and concepts  experience using databases with a largescale data    proficient written and verbal communication in another european language  intermediate sql  advanced excel  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made          
Job ID: 1729164 , currently enrolled in a bachelor  master degree or finished studies max 6 months ago in finance accounting business andor   discipline focused on analytics  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek fluent written and verbal communication in english and spanish  analytical acumen and interpersonal and communication  s and be someone who is comfortable with ambiguity and working with large databases  experience in excel eg sum if pivots lookups  experience performing financial and ad hoc analysis using excel  experience demonstrating problem solving and root cause analysis  proven ability to develop new ideas and solutions  ability to meet tight deadlines prioritize workload and achieve effective results in a fastpaced dynamic environment  demonstrated effective communication and presentation  s working with peers and various levels of management  experience working with largescale data mining and reporting   g sql msaccess essbase andor cognos  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made            
Job ID: 1729097 , currently enrolled in a bachelor or master degree in computer science computer engineering or related fields at time of application  although no specific programming language is required  you should be familiar with the syntax of languages such as java cc or python  knowledge of computer science fundamentals such as objectoriented design algorithm design data structures problem solving and complexity analysis previous technical internships if applicable  experience with distributed multitiered systems algorithms and relational databases  experience in optimization mathematics such as linear programming and nonlinear optimization  ability to effectively articulate technical challenges and solutions  adept at handling ambiguous or undefined problems as well as ability to think abstractly       we prioritize candi s who demonstrate relevant  s for this role you may wish to attend one of our up ing events at amazonstudenteventssplashthatcom eu student programs team      
Job ID: 1729096 , graduated less than 6 months ago or about to complete a bachelor or master degree in computer science computer engineering or related fields at time of application  although no specific programming language is required  you should be familiar with the syntax of languages such as java cc or python   knowledge of computer science fundamentals such as objectoriented design algorithm design data structures problem solving and complexity analysis previous technical internships  experience with distributed multitiered systems algorithms and relational databases  experience in optimization mathematics such as linear programming and nonlinear optimization  ability to effectively articulate technical challenges and solutions  adept at handling ambiguous or undefined problems as well as ability to think abstractly      we prioritize candi s who demonstrate relevant  s for this role you may wish to attend one of our up ing events at amazonstudenteventssplashthatcom  
Job ID: 1728936 , currently enrolled in a bachelor or master degree or finished studies max 6 months ago  mandatory to be able to sign a learning agreement with student university  fluent written and verbal communication in english and portuguese  availability to work 40hweek excellent communications and presentation  s  ability to work on own initiative and as part of a team  resultsdriven focus with analytical capability  ability to innovate and simplify current processes and practices  strong direct sales  s and a proven track record of performance  experience working with clients  high affinity towards data and technology with ability to dive deep and analyze opportunities and processes  fluent written and verbal communication in english and portuguese  proficient written and verbal communication in spanish  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made              
Job ID: 1727168 , currently enrolled in a bachelor or master degree or finished studies max 6 months ago  experience with sql or etl  experience in financialbusiness analysis  experience defining requirements and using data and metrics to draw business insights  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek analytical and quantitative  s ability to use hard data and metrics to back up assumptions and concepts  fluent written and verbal communication in english and spanish  proficient written and verbal communication in another european language  advanced excel  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made             
Job ID: 1727166 , currently enrolled in a bachelor or master degree or finished studies max 6 months ago  mandatory to be able to sign a learning agreement with student university  availability to work 40hweek excellent communications and presentation  s  ability to work on own initiative and as part of a team  resultsdriven focus with analytical capability  ability to innovate and simplify current processes and practices  strong direct sales  s and a proven track record of performance  experience working with clients  high affinity towards data and technology with ability to dive deep and analyze opportunities and processes  fluent written and verbal communication in english and spanish  proficient written and verbal communication in a second european language  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made           
Job ID: 1727164 , in final   of study for bachelor or master degree or graduated in the last 6 months  studies within engineering commerce business administration or   field fluent written and verbal communication in english and spanish  knowledge in ms office programs as outlook excel and powerpoint  analytical  s  planning prioritization and timemanagement  s  ability to communicate efficiently  strong attention to    experience in financial analysis retail buying retail planning  allocation productproject management marketing consulting negotiation or supply chain is a plus  experience using analytical specific   such as google analytics sql or html is a plus  proficient written and verbal communication in a second european language  application and assessment process successful candi s will be invited to attend online interviews and if offered will be allocated to a role and team based on  s for the role this selection process is subject to change but you will be notified if any changes are made               
Job ID: 1726417 , currently a penultimate   student pursuing a bachelor degree    be able to legally work in singapore  able to commit to a fulltime internship from july to december 2022  some relevant work experience in business development marketing marketing communications and business analytics preferably in the ecommerce retail technology or software industries  proven success in project management and communication  s  demonstrated track record in developing and crafting marketing content  ability to analyze and make sense of large data s and build customized dashboards  ability to work in fastpaced environment and deal with ambiguity  strong written and verbal communication  s in english proficient in excel sql gotowebinar and zoom  prior knowledge with using salesforce pardot  prior knowledge with using qualtrics  strong written and verbal communication  s in a local southeast asia language such as chinese cantonese bahasa melayu bahasa indonesia or tagalog
Job ID: 1726319 ,basic qualification  pursuing masters in business administration mba from the target school with a prior work experience of 24  s  strong analytical  s  exceptional interpersonal communication  s both written and verbal  success at influencing others and a strong team player  comfortable with handson management of tasks behavioral traits selfmotivated high passion and drive for success tenacity enjoys challenging assignments  good business acumen selling and customer engagement  s  has a passion for technology and for business development  has strong interpersonal  s  is curious to learn and has a cando attitude with strong ownership  adept at problemsolving and can come up with creative and innovative solutions  results driven with analytical capability to provide datadriven insights  able to multitask and prioritize competing stakeholder requests  exceptional written and verbal communication  s  is comfortable working independently in a fastpaced and dynamic environment  ability to collaborate with crossfunctional teams architects channel support bd training inside marketing legal etc to ensure customer success not a lone wolf
Job ID: 1726278 , currently pursuing a bachelors degree  expected to graduate after december 2022  able to commit to a fulltime internship from july to december 2022  sql python or r knowledge required  advanced microsoft office  s particularly excel and analytical platforms  experience in developing requirements and formulating business metrics for reporting familiarity with data visualization   eg tableau  define and develop business critical metrics and reports across all business levers key performance indicators and financials  perform exploratory data analysis to identify trends patterns correlations and insights and present written business recommendations to the leadership in a clear and compelling way  analyze and solve business problems at their root stepping back to understand the broader context program  project management experience  experience in sales and operations planning  ability to quickly adapt to changing priorities and generate innovative solutions in an extremely fastpaced environment  able to synthesize data and analytics to formulate sound program objectives and goals  goal driven and target orientated whilst able to step back and look at the bigger picture  proven ability to manage ambiguity and a preparedness to take on what is necessary to get things done  ability to meet deadlines prioritize workloads maintain a strong attention to   and work independently in a fastpaced and rapidly changing environment
Job ID: 1726259 , penultimate   student pursuing a bachelors degree  graduating after december 2022  able to commit to a fulltime internship from july to december 2022  strong written and verbal communication  s in english  excellent communication and interpersonal  s  selfmotivated to work proactively on tasks  data driven and comfortable to work on data analyst tasks  great team player  interests in ecommerce and cross boarder business experience in the global ecommerce business  startup spirit  proficient in ms excel
Job ID: 1726258 , penultimate   student pursuing a bachelor degree  graduating after december 2022  able to commit to a fulltime internship from july to december 2022  some relevant work experience in business development marketing marketing communications and business analytics preferably in the ecommerce retail technology or software industries  proven success in project management and communication  s  demonstrated track record in developing and crafting marketing content  ability to analyze and make sense of large data s and build customized dashboards  ability to work in fastpaced environment and deal with ambiguity  strong written and verbal communication  s in english proficient in excel sql gotowebinar and zoom  prior knowledge with using salesforce pardot  prior knowledge with using qualtrics  strong written and verbal communication  s in a local southeast asia language such as chinese cantonese bahasa melayu bahasa indonesia or tagalog
Job ID: 1726117 , currently pursuing a bachelors degree  expected to graduate after december 2022  able to commit for a fulltime internship from july to december 2022  possess the required work rights for singapore  strong written and verbal communication  s in english  strong passion for sales  excellent communication and interpersonal  s  great team player  highly analytical with the ability to manipulate data  ability to work in fastpaced environment and deal with ambiguity  intermediate microsoft office  s particularly excel prior internshipexperience in lead generationqualification and sales in ecommerce or consumer products companies  ability to quickly adapt to changing priorities and generate innovative solutions fastpace environment  experience using analytical marketing and productivity   including oracle business intelligence salesforce or other crm   microsoft onenote and microsoft sharepoint  ability to meet deadlines prioritize workloads maintain a strong attention to   and work independently in a fastpace and rapidly changing environment
Job ID: 1724436 , in final   of study for bachelor or master degree or graduated in the last six months  fluency in italian and english  bachelor degree in economics management engineering or related degree required knowledge in ms office programs as outlook excel and powerpoint  analytical  s  planning prioritization and timemanagement  s  ability to communicate efficiently  strong attention to    experience in financial analysis retail buying retail planning  allocation productproject management marketing consulting negotiation or supply chain is a plus  experience using analytical specific   such as google analytics sql or html is a plus  application and assessment process successful candi s will be invited to attend online interviews and if offered will be allocated to a role and team based on  s for the role this selection process is subject to change but you will be notified if any changes are made           
Job ID: 1724369 , currently enrolled in or will receive a bachelor or master degree in mathstatisticsengineering or other equivalent quantitative discipline with a conferral   after september 2021  experience with one or more query language eg sql plsql ddl mdx hiveql sparksql scala  experience with one or more scripting language eg python kornshell  experience with data mining data warehouse solutions and etl master or advance technical degree  proficient in at least one or more query language schema definition language and scripting language  knowledge of writing and optimizing sql queries in a business environment with largescale complex data s  experience with data visualization software eg aws quicksight or tableau or opensource project  experience with big data processing technology eg hadoop or apachespark data warehouse technical architecture infrastructure components etl and reportinganalytic   and environments  ability to deal with ambiguity in a fastpaced environment              we prioritize candi s who demonstrate relevant  s for this role you may wish to attend one of our up ing events at amazonstudenteventssplashthatcom
Job ID: 1724368 , currently enrolled in or will receive a bachelor or master degree in mathstatisticsengineering or other equivalent quantitative discipline with a conferral   after september 2021  experience with one or more query language eg sql plsql ddl mdx hiveql sparksql scala  experience with one or more scripting language eg python kornshell  experience with data mining data warehouse solutions and etl master or advance technical degree  proficient in at least one or more query language schema definition language and scripting language  knowledge of writing and optimizing sql queries in a business environment with largescale complex data s  experience with data visualization software eg aws quicksight or tableau or opensource project  experience with big data processing technology eg hadoop or apachespark data warehouse technical architecture infrastructure components etl and reportinganalytic   and environments  ability to deal with ambiguity in a fastpaced environment              we prioritize candi s who demonstrate relevant  s for this role you may wish to attend one of our up ing events at amazonstudenteventssplashthatcom
Job ID: 1724345 , experience with sql  experience as a data engineer or in a   role  experience with data modeling data warehousing and building etl pipelines    currently enrolled in or will receive a bachelor or master degree in mathstatisticsengineering or other equivalent quantitative discipline with a conferral   after september 2021  experience with one or more query language eg sql plsql ddl mdx hiveql sparksql scala  experience with one or more scripting language eg python kornshell  experience with data mining data warehouse solutions and etl master or advance technical degree  proficient in at least one or more query language schema definition language and scripting language  knowledge of writing and optimizing sql queries in a business environment with largescale complex data s  experience with data visualization software eg aws quicksight or tableau or opensource project  experience with big data processing technology eg hadoop or apachespark data warehouse technical architecture infrastructure components etl and reportinganalytic   and environments  ability to deal with ambiguity in a fastpaced environment              we prioritize candi s who demonstrate relevant  s for this role you may wish to attend one of our up ing events at amazonstudenteventssplashthatcom
Job ID: 1722833 , in final   of study for bachelor or master degree or graduated in the last six months  fluency in italian and english additional competency in spanish french or german is advantageous though not essential  bachelor degree in economics management engineering or related degree required experience in outbound sales would be an advantage but is not essential  knowledge in ms office programs as outlook excel and powerpoint  analytical  s  planning prioritization and timemanagement  s  ability to communicate efficiently  strong attention to    ability to work with wide range of people at all decisionmaking levels  experience solving analytical problems either in professional experience data analysis or    experience using analytical specific   such as google analytics sql or html is a plus  successful candi s will be invited to attend online interviews and if offered will be allocated to a role and team based on  s for the role this selection process is subject to change but you will be notified if any changes are made  make sure to read carefully all   at this link servicesamazonit      we welcome applications from all members of society irrespective of age sex disability sexual orientation race religion or belief  
Job ID: 1721563 , currently enrolled in or will receive a bachelor or master degree with a graduation   between may 2021 and september 2022 excellent communications and presentation  s  ability to work on own initiative and as part of a team  resultsdriven focus with analytical capability  ability to innovate and simplify current processes and practices  strong direct sales  s and a proven track record of performance  experience working with clients  high affinity towards data and technology with ability to dive deep and analyze opportunities and processes  fluent written and verbal communication in english and german  application and assessment process selected candi s will be invited to attend a virtual interview consisting of a combination of interviews and case studies this selection process is subject to change but you will be notified if any changes are made        
Job ID: 1721556 , in final   of study for bachelor or master degree or graduated in the last six months  studies within engineering commerce business administration or   field fluent written and verbal communication in english and german  knowledge in ms office programs as outlook excel and powerpoint  analytical  s  planning prioritization and timemanagement  s  ability to communicate efficiently  strong attention to    handson mentality you should not be afraid to pick up the phone and call a prospect or potential partner  experience in financial analysis retail buying retail planning  allocation productproject management marketing consulting negotiation or supply chain is a plus  experience using analytical specific   such as google analytics sql or html is a plus  application and assessment process successful candi s will be invited to attend online interviews and if offered will be allocated to a role and team based on  s for the role this selection process is subject to change but you will be notified if any changes are made        
